Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
#country+name,#country+code,#date+year,#indicator+name,#indicator+code,#indicator+value+num
"Egypt, Arab Rep.",EGY,2018,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.85350223517002
"Egypt, Arab Rep.",EGY,2017,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.85350223517002
"Egypt, Arab Rep.",EGY,2016,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.75083168416294
"Egypt, Arab Rep.",EGY,2015,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.80719985936009
"Egypt, Arab Rep.",EGY,2014,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.73217137977799
"Egypt, Arab Rep.",EGY,2013,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.74802350695665
"Egypt, Arab Rep.",EGY,2012,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.71289366618112
"Egypt, Arab Rep.",EGY,2011,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.63654628559948
"Egypt, Arab Rep.",EGY,2010,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.68777939625295
"Egypt, Arab Rep.",EGY,2009,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.70586167060124
"Egypt, Arab Rep.",EGY,2008,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.55818976342358
"Egypt, Arab Rep.",EGY,2007,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.55417148023507
"Egypt, Arab Rep.",EGY,2006,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.54914862624943
"Egypt, Arab Rep.",EGY,2005,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.53910291827817
"Egypt, Arab Rep.",EGY,2004,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.49389723240745
"Egypt, Arab Rep.",EGY,2003,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.4245818474057
"Egypt, Arab Rep.",EGY,2002,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.4396504093626
"Egypt, Arab Rep.",EGY,2001,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.35325732080968
"Egypt, Arab Rep.",EGY,2000,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.30604249334472
"Egypt, Arab Rep.",EGY,1999,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.49892008639309
"Egypt, Arab Rep.",EGY,1998,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.27451906173088
"Egypt, Arab Rep.",EGY,1997,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.25975187101311
"Egypt, Arab Rep.",EGY,1996,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.1909789542418
"Egypt, Arab Rep.",EGY,1995,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.2980059269677
"Egypt, Arab Rep.",EGY,1994,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.02643025767241
"Egypt, Arab Rep.",EGY,1993,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.02896177608117
"Egypt, Arab Rep.",EGY,1992,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.00997538801547
"Egypt, Arab Rep.",EGY,1991,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.65508061680647
"Egypt, Arab Rep.",EGY,1990,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.6601034707921
"Egypt, Arab Rep.",EGY,1989,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.58275151941333
"Egypt, Arab Rep.",EGY,1988,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.5927972273846
"Egypt, Arab Rep.",EGY,1987,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.55864182028228
"Egypt, Arab Rep.",EGY,1986,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.57873323622482
"Egypt, Arab Rep.",EGY,1985,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.50841328042594
"Egypt, Arab Rep.",EGY,1984,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.46949620774524
"Egypt, Arab Rep.",EGY,1983,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.44586870259682
"Egypt, Arab Rep.",EGY,1982,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.45641669596665
"Egypt, Arab Rep.",EGY,1981,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.47928072730926
"Egypt, Arab Rep.",EGY,1980,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.45617559897534
"Egypt, Arab Rep.",EGY,1979,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.45818474056959
"Egypt, Arab Rep.",EGY,1978,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.5516098247024
"Egypt, Arab Rep.",EGY,1977,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.64704405042945
"Egypt, Arab Rep.",EGY,1976,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.74247827615651
"Egypt, Arab Rep.",EGY,1975,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.83791250188357
"Egypt, Arab Rep.",EGY,1974,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.85599477623186
"Egypt, Arab Rep.",EGY,1973,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.86804962579738
"Egypt, Arab Rep.",EGY,1972,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.86804962579738
"Egypt, Arab Rep.",EGY,1971,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.865035913406
"Egypt, Arab Rep.",EGY,1970,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.85599477623186
"Egypt, Arab Rep.",EGY,1969,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.84795820985484
"Egypt, Arab Rep.",EGY,1968,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.81380280275252
"Egypt, Arab Rep.",EGY,1967,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.81380280275252
"Egypt, Arab Rep.",EGY,1966,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.79270681601286
"Egypt, Arab Rep.",EGY,1965,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.68421316992315
"Egypt, Arab Rep.",EGY,1964,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.51745441760008
"Egypt, Arab Rep.",EGY,1963,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.50138128484605
"Egypt, Arab Rep.",EGY,1962,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.51644984680295
"Egypt, Arab Rep.",EGY,1961,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.57973780702195
"Egypt, Arab Rep.",EGY,2018,Arable land (% of land area),AG.LND.ARBL.ZS,2.92427424782762
"Egypt, Arab Rep.",EGY,2017,Arable land (% of land area),AG.LND.ARBL.ZS,2.92427424782762
"Egypt, Arab Rep.",EGY,2016,Arable land (% of land area),AG.LND.ARBL.ZS,2.79950313928374
"Egypt, Arab Rep.",EGY,2015,Arable land (% of land area),AG.LND.ARBL.ZS,2.87897644281481
