Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QI","Production Indices","59","Egypt","432","Gross Production Index Number (2014-2016 = 100)","711","Anise, badian, fennel, coriander","1961","1961","index","3.56","Fc","Calculated data"
"QI","Production Indices","59","Egypt","432","Gross Production Index Number (2014-2016 = 100)","711","Anise, badian, fennel, coriander","1962","1962","index","3.56","Fc","Calculated data"
"QI","Production Indices","59","Egypt","432","Gross Production Index Number (2014-2016 = 100)","711","Anise, badian, fennel, coriander","1963","1963","index","3.56","Fc","Calculated data"
"QI","Production Indices","59","Egypt","432","Gross Production Index Number (2014-2016 = 100)","711","Anise, badian, fennel, coriander","1964","1964","index","3.56","Fc","Calculated data"
"QI","Production Indices","59","Egypt","432","Gross Production Index Number (2014-2016 = 100)","711","Anise, badian, fennel, coriander","1965","1965","index","3.56","Fc","Calculated data"
"QI","Production Indices","59","Egypt","432","Gross Production Index Number (2014-2016 = 100)","711","Anise, badian, fennel, coriander","1966","1966","index","3.56","Fc","Calculated data"
"QI","Production Indices","59","Egypt","432","Gross Production Index Number (2014-2016 = 100)","711","Anise, badian, fennel, coriander","1967","1967","index","3.56","Fc","Calculated data"
"QI","Production Indices","59","Egypt","432","Gross Production Index Number (2014-2016 = 100)","711","Anise, badian, fennel, coriander","1968","1968","index","3.56","Fc","Calculated data"
"QI","Production Indices","59","Egypt","432","Gross Production Index Number (2014-2016 = 100)","711","Anise, badian, fennel, coriander","1969","1969","index","3.56","Fc","Calculated data"
"QI","Production Indices","59","Egypt","432","Gross Production Index Number (2014-2016 = 100)","711","Anise, badian, fennel, coriander","1970","1970","index","3.56","Fc","Calculated data"
"QI","Production Indices","59","Egypt","432","Gross Production Index Number (2014-2016 = 100)","711","Anise, badian, fennel, coriander","1971","1971","index","8.89","Fc","Calculated data"
"QI","Production Indices","59","Egypt","432","Gross Production Index Number (2014-2016 = 100)","711","Anise, badian, fennel, coriander","1972","1972","index","12.44","Fc","Calculated data"
"QI","Production Indices","59","Egypt","432","Gross Production Index Number (2014-2016 = 100)","711","Anise, badian, fennel, coriander","1973","1973","index","17.78","Fc","Calculated data"
"QI","Production Indices","59","Egypt","432","Gross Production Index Number (2014-2016 = 100)","711","Anise, badian, fennel, coriander","1974","1974","index","17.78","Fc","Calculated data"
"QI","Production Indices","59","Egypt","432","Gross Production Index Number (2014-2016 = 100)","711","Anise, badian, fennel, coriander","1975","1975","index","24.89","Fc","Calculated data"
"QI","Production Indices","59","Egypt","432","Gross Production Index Number (2014-2016 = 100)","711","Anise, badian, fennel, coriander","1976","1976","index","27.38","Fc","Calculated data"
"QI","Production Indices","59","Egypt","432","Gross Production Index Number (2014-2016 = 100)","711","Anise, badian, fennel, coriander","1977","1977","index","53.33","Fc","Calculated data"
"QI","Production Indices","59","Egypt","432","Gross Production Index Number (2014-2016 = 100)","711","Anise, badian, fennel, coriander","1978","1978","index","46.22","Fc","Calculated data"
"QI","Production Indices","59","Egypt","432","Gross Production Index Number (2014-2016 = 100)","711","Anise, badian, fennel, coriander","1979","1979","index","40.89","Fc","Calculated data"
"QI","Production Indices","59","Egypt","432","Gross Production Index Number (2014-2016 = 100)","711","Anise, badian, fennel, coriander","1980","1980","index","39.11","Fc","Calculated data"
"QI","Production Indices","59","Egypt","432","Gross Production Index Number (2014-2016 = 100)","711","Anise, badian, fennel, coriander","1981","1981","index","39.11","Fc","Calculated data"
"QI","Production Indices","59","Egypt","432","Gross Production Index Number (2014-2016 = 100)","711","Anise, badian, fennel, coriander","1982","1982","index","42.67","Fc","Calculated data"
